 Race , Age  , Trial     , LettersSent ,YYES,YNO,Y3,Y4,Y5,Test
 W    ,46,1,3,YES,YES,YES,NO,YES,YES
 W    ,52,1,3,YES,NO,NO,NO,YES,NO
 W    ,52,1,3,YES,YES,YES,YES,YES,YES
 A    ,66,1,3,YES,YES,YES,YES,YES,YES
 W    ,62,1,3,YES,NO,YES,NO,YES,YES
 W    ,49,1,3,YES,NO,YES,NO,YES,YES
 W    ,69,1,3,YES,NO,YES,YES,YES,YES
 W    ,45,1,3,YES,NO,YES,NO,YES,YES
 W    ,49,1,3,YES,NO,YES,NO,YES,YES
 W    ,48,1,3,YES,NO,YES,NO,YES,YES
 B    ,51,1,3,YES,NO,YES,YES,YES,YES
 W    ,63,1,3,YES,NO,YES,NO,YES,YES
 W    ,50,1,3,YES,NO,YES,NO,YES,YES
 W    ,50,1,3,YES,NO,YES,YES,YES,YES
 W    ,60,1,3,YES,NO,YES,YES,YES,NO
 W    ,55,1,3,YES,YES,YES,YES,YES,YES
 W    ,56,1,3,YES,NO,YES,YES,YES,YES
 W    ,61,1,3,YES,YES,YES,NO,YES,YES
 W    ,55,1,3,YES,NO,YES,NO,YES,YES
 O    ,65,1,3,YES,NO,YES,YES,YES,YES
 B    ,64,1,3,YES,NO,YES,YES,YES,YES
 W    ,46,1,3,YES,NO,NO,YES,YES,NO
 W    ,64,1,3,YES,YES,YES,YES,YES,YES
 W    ,75,1,3,YES,YES,YES,YES,YES,YES
 W    ,80,1,3,YES,NO,YES,YES,YES,NO
 W    ,66,1,3,YES,YES,YES,YES,YES,NO
 W    ,49,1,3,YES,NO,YES,YES,YES,YES
 B    ,47,1,3,YES,NO,YES,NO,YES,NO
 W    ,58,1,3,YES,YES,YES,YES,YES,YES
 W    ,69,1,3,YES,NO,YES,YES,YES,YES
 W    ,76,1,3,YES,YES,YES,NO,YES,YES
 B    ,68,1,3,YES,NO,YES,YES,YES,YES
 W    ,71,1,3,YES,NO,YES,YES,YES,YES
 W    ,79,1,3,YES,NO,YES,YES,YES,NO
 W    ,64,1,3,YES,NO,YES,YES,YES,NO
 W    ,93,1,3,YES,YES,YES,YES,YES,NO
 W    ,65,1,3,YES,NO,YES,YES,YES,YES
 B    ,95,1,3,YES,YES,YES,YES,YES,NO
 W    ,71,1,3,YES,YES,YES,YES,NO,YES
 W    ,78,1,3,YES,YES,YES,YES,YES,YES
 W    ,66,1,3,YES,NO,YES,NO,YES,NO
 W    ,63,1,3,YES,NO,NO,NO,YES,YES
 W    ,58,1,3,YES,NO,YES,YES,YES,YES
 W    ,68,1,3,YES,NO,YES,YES,YES,YES
 W    ,79,1,3,YES,NO,YES,NO,YES,YES
 W    ,74,1,3,NO,NO,YES,YES,YES,YES
 W    ,66,1,3,YES,YES,YES,NO,YES,NO
 W    ,60,1,3,YES,YES,YES,NO,YES,YES
 W    ,56,1,3,YES,NO,YES,NO,YES,NO
 W    ,43,1,3,YES,NO,YES,YES,YES,YES
 W    ,52,1,3,YES,YES,NO,NO,YES,NO
 W    ,48,1,3,YES,YES,YES,YES,YES,NO
 W    ,50,1,3,YES,NO,YES,YES,YES,YES
 O    ,63,1,3,YES,NO,YES,NO,YES,YES
 W    ,49,1,3,YES,NO,YES,YES,YES,YES
 W    ,91,1,3,YES,YES,YES,YES,YES,NO
 W    ,59,1,3,YES,NO,YES,NO,YES,NO
 O    ,66,1,3,YES,NO,YES,NO,YES,NO
 W    ,38,1,3,YES,YES,YES,YES,YES,YES
 B    ,44,1,3,YES,NO,YES,NO,YES,NO
 W    ,44,1,3,YES,NO,YES,YES,YES,YES
 W    ,36,1,3,YES,NO,YES,YES,YES,YES
 W    ,38,1,3,YES,NO,YES,NO,YES,YES
 W    ,54,1,3,YES,YES,YES,NO,YES,YES
 W    ,40,1,3,YES,NO,YES,YES,YES,YES
 W    ,45,1,3,YES,NO,YES,YES,YES,YES
 W    ,44,1,3,YES,YES,YES,YES,YES,YES
 W    ,59,1,3,YES,NO,YES,NO,YES,YES
 W    ,39,1,3,YES,NO,YES,YES,YES,YES
 W    ,53,1,3,YES,NO,YES,NO,YES,YES
 B    ,52,1,3,YES,NO,YES,NO,YES,YES
 W    ,39,1,3,YES,NO,YES,YES,YES,YES
 W    ,43,1,3,YES,NO,YES,YES,YES,YES
 W    ,35,1,3,YES,NO,YES,NO,YES,YES
 W    ,45,1,3,YES,NO,YES,YES,YES,NO
 W    ,36,1,3,YES,NO,NO,NO,YES,YES
 W    ,90,1,3,YES,YES,YES,YES,YES,NO
 W    ,75,1,3,YES,NO,YES,NO,YES,YES
 W    ,46,1,3,YES,YES,YES,YES,YES,YES
 W    ,47,1,3,YES,YES,YES,NO,YES,YES
 A    ,36,1,3,YES,YES,YES,NO,YES,YES
 B    ,44,1,3,YES,NO,YES,NO,YES,YES
 A    ,57,1,3,YES,NO,YES,NO,YES,NO
 B    ,42,1,3,YES,YES,YES,YES,YES,YES
 B    ,55,1,3,YES,YES,YES,YES,YES,YES
 B    ,44,1,3,YES,YES,YES,YES,YES,YES
 W    ,40,1,3,YES,NO,YES,YES,YES,YES
 W    ,33,1,3,NO,NO,YES,YES,YES,YES
 B    ,50,1,3,YES,NO,YES,NO,YES,NO
 W    ,33,1,3,YES,YES,YES,YES,YES,YES
 W    ,39,1,3,YES,NO,YES,NO,YES,YES
 W    ,71,1,3,YES,YES,YES,YES,NO,NO
 W    ,41,1,3,YES,YES,YES,NO,YES,YES
 W    ,63,1,3,YES,NO,YES,YES,YES,YES
 W    ,37,1,3,NO,NO,YES,YES,YES,YES
 B    ,45,1,3,YES,NO,YES,YES,YES,YES
 W    ,45,1,3,YES,NO,YES,YES,YES,YES
 O    ,77,1,3,YES,NO,YES,NO,YES,NO
 B    ,53,1,3,YES,NO,YES,YES,YES,NO
 B    ,80,1,3,YES,YES,YES,YES,YES,YES
 W    ,48,1,3,YES,YES,YES,NO,YES,NO
 A    ,41,1,3,NO,NO,YES,YES,YES,YES
 W    ,38,1,3,YES,NO,YES,NO,YES,YES
 W    ,72,1,3,YES,NO,YES,NO,YES,YES
 U    ,68,1,3,YES,NO,YES,YES,YES,YES
 W    ,40,1,3,YES,NO,NO,YES,YES,YES
 W    ,38,1,3,YES,NO,YES,YES,YES,YES
 U    ,58,1,3,YES,NO,YES,NO,YES,YES
 W    ,58,1,3,YES,NO,NO,NO,YES,NO
 W    ,57,1,3,YES,NO,YES,YES,YES,YES
 B    ,43,1,3,YES,YES,YES,NO,YES,NO
 W    ,49,1,3,YES,NO,YES,YES,YES,YES
 W    ,38,1,3,YES,NO,YES,YES,YES,YES
 W    ,31,1,3,YES,NO,YES,YES,YES,YES
 I    ,31,1,3,YES,NO,YES,YES,YES,NO
 U    ,31,1,3,YES,YES,YES,NO,YES,YES
 O    ,49,1,3,YES,YES,YES,YES,YES,YES
 W    ,87,1,3,YES,YES,YES,YES,NO,NO
 W    ,82,1,3,YES,YES,YES,YES,YES,YES
 W    ,85,1,3,YES,NO,YES,YES,YES,YES
 W    ,56,1,3,YES,NO,YES,YES,YES,YES
 W    ,83,1,3,YES,YES,YES,YES,YES,YES
 W    ,80,1,3,YES,NO,YES,YES,YES,NO
 B    ,66,1,3,YES,NO,YES,YES,YES,YES
 W    ,70,1,3,YES,NO,YES,NO,YES,YES
 W    ,71,1,3,YES,NO,YES,YES,YES,YES
 W    ,79,1,3,YES,NO,YES,NO,YES,YES
 W    ,67,1,3,YES,NO,YES,YES,YES,YES
 W    ,75,1,3,YES,NO,YES,YES,YES,YES
 W    ,71,1,3,YES,NO,YES,NO,YES,YES
 W    ,61,1,3,YES,YES,YES,YES,YES,YES
 W    ,50,1,3,YES,YES,YES,YES,YES,YES
 W    ,72,1,3,YES,NO,YES,NO,YES,YES
 W    ,79,1,3,YES,YES,YES,YES,YES,NO
 W    ,50,1,3,YES,YES,YES,YES,YES,YES
 W    ,51,1,3,YES,YES,YES,NO,YES,YES
 W    ,50,1,3,YES,YES,YES,NO,YES,NO
 W    ,88,1,3,YES,YES,YES,YES,YES,NO
 W    ,51,1,3,YES,NO,YES,NO,YES,YES
 W    ,73,1,3,YES,NO,YES,NO,YES,NO
 W    ,53,1,3,YES,NO,YES,NO,YES,YES
 W    ,52,1,3,YES,NO,YES,YES,YES,YES
 B    ,47,1,3,YES,YES,YES,YES,YES,YES
 W    ,56,1,3,YES,NO,YES,YES,YES,YES
 W    ,43,1,3,YES,NO,YES,YES,YES,YES
 W    ,51,1,3,YES,YES,YES,NO,YES,YES
 B    ,72,1,3,YES,NO,YES,NO,YES,YES
 W    ,52,1,3,YES,YES,YES,NO,YES,YES
 W    ,52,1,3,YES,NO,YES,NO,YES,YES
 W    ,42,1,3,YES,NO,YES,YES,YES,YES
 B    ,59,1,3,YES,NO,YES,NO,YES,YES
 W    ,67,1,3,YES,NO,NO,NO,YES,NO
 W    ,56,1,3,YES,YES,YES,YES,YES,YES
 U    ,48,1,3,YES,NO,YES,YES,YES,YES
 W    ,55,1,3,YES,NO,YES,YES,YES,YES
 W    ,56,1,3,YES,NO,YES,YES,YES,NO
 B    ,49,1,3,YES,NO,NO,YES,YES,YES
 B    ,47,1,3,YES,NO,YES,NO,YES,YES
 W    ,67,1,3,YES,YES,YES,YES,YES,NO
 B    ,43,1,3,YES,YES,YES,YES,YES,YES
 W    ,57,1,3,YES,YES,YES,NO,YES,YES
 W    ,48,1,3,NO,NO,YES,YES,YES,YES
 B    ,46,1,3,YES,NO,YES,YES,YES,YES
 W    ,50,1,3,YES,NO,YES,YES,YES,YES
 B    ,61,1,3,YES,NO,YES,NO,YES,YES
 W    ,69,1,3,NO,NO,YES,YES,YES,YES
 I    ,68,1,3,YES,NO,YES,YES,YES,YES
 W    ,68,1,3,YES,YES,YES,YES,YES,NO
 W    ,64,1,3,YES,NO,YES,YES,YES,YES
 W    ,57,1,3,YES,YES,YES,NO,YES,NO
 B    ,92,1,3,YES,YES,YES,YES,YES,NO
 W    ,55,1,3,YES,NO,YES,YES,YES,YES
 W    ,69,1,3,YES,NO,YES,YES,YES,YES
 A    ,38,1,3,YES,NO,YES,YES,YES,YES
 W    ,56,1,3,YES,NO,YES,NO,YES,YES
 W    ,51,1,3,YES,NO,YES,YES,YES,YES
 W    ,65,1,3,YES,NO,YES,YES,YES,YES
 W    ,43,1,3,YES,YES,YES,YES,YES,YES
 W    ,38,1,3,YES,NO,YES,YES,YES,YES
 W    ,58,1,3,YES,YES,YES,NO,YES,YES
 W    ,54,1,3,YES,NO,YES,YES,YES,YES
 W    ,58,1,3,YES,NO,YES,NO,YES,YES
 W    ,48,1,3,YES,NO,YES,YES,YES,YES
 W    ,91,1,3,YES,YES,YES,NO,YES,YES
 W    ,64,1,3,YES,YES,YES,NO,YES,YES
 W    ,68,1,3,YES,NO,YES,YES,YES,YES
 W    ,75,1,3,YES,NO,YES,YES,YES,YES
 W    ,80,1,3,YES,YES,YES,YES,YES,YES
 W    ,85,1,3,YES,YES,YES,YES,YES,YES
 W    ,60,1,3,NO,NO,NO,YES,YES,YES
 W    ,56,1,3,YES,NO,YES,NO,YES,NO
 W    ,57,1,3,YES,NO,YES,YES,YES,YES
 W    ,66,1,3,YES,NO,YES,YES,YES,YES
 B    ,61,1,3,YES,YES,YES,NO,YES,NO
 W    ,55,1,3,YES,NO,YES,NO,YES,YES
 W    ,67,1,3,NO,YES,YES,YES,YES,YES
 W    ,66,1,3,YES,NO,YES,NO,YES,YES
 W    ,68,1,3,YES,YES,YES,NO,YES,YES
 W    ,62,1,3,YES,NO,YES,YES,YES,YES
 W    ,63,1,3,NO,NO,NO,NO,NO,NO
 W    ,52,1,3,YES,NO,NO,YES,YES,YES
 W    ,61,1,3,YES,NO,YES,NO,YES,YES
 B    ,82,1,3,YES,YES,YES,NO,YES,NO
 W    ,79,1,3,YES,YES,YES,YES,YES,YES
 W    ,57,1,3,YES,NO,YES,NO,YES,NO
 O    ,83,1,3,YES,YES,YES,YES,YES,YES
 W    ,60,1,3,YES,NO,YES,YES,YES,YES
 W    ,66,1,3,YES,NO,YES,NO,YES,NO
 B    ,72,1,3,YES,YES,YES,NO,YES,YES
 W    ,71,1,3,YES,NO,YES,NO,YES,YES
 W    ,66,1,3,YES,NO,YES,YES,YES,YES
 W    ,61,1,3,YES,NO,NO,NO,YES,NO
 W    ,57,1,3,YES,NO,YES,NO,YES,YES
 W    ,71,1,3,YES,YES,YES,NO,YES,NO
 W    ,49,1,3,NO,YES,YES,YES,YES,YES
 W    ,56,1,3,YES,NO,YES,NO,YES,YES
 W    ,54,1,3,NO,YES,YES,NO,YES,YES
 W    ,66,1,3,YES,YES,YES,YES,NO,NO
 W    ,50,1,3,YES,NO,YES,YES,YES,YES
 W    ,46,1,3,YES,NO,YES,YES,YES,YES
 B    ,72,1,3,YES,YES,YES,YES,YES,YES
 W    ,63,1,3,YES,YES,YES,YES,NO,NO
 W    ,42,1,3,YES,NO,YES,NO,YES,YES
 W    ,63,1,3,YES,YES,YES,YES,YES,YES
 W    ,62,1,3,YES,NO,YES,NO,YES,NO
 W    ,57,1,3,YES,NO,YES,YES,YES,NO
 W    ,52,1,3,YES,NO,YES,YES,YES,YES
 W    ,55,1,3,YES,YES,YES,NO,YES,YES
 W    ,52,1,3,YES,NO,NO,NO,YES,YES
 W    ,59,1,3,YES,NO,YES,NO,YES,YES
 U    ,39,1,3,NO,NO,NO,NO,YES,YES
 W    ,66,1,3,YES,NO,YES,YES,YES,YES
 W    ,57,1,3,YES,NO,YES,NO,YES,YES
 W    ,50,1,3,YES,YES,YES,NO,YES,YES
 W    ,66,1,3,YES,YES,YES,NO,YES,YES
 W    ,66,1,3,YES,YES,YES,NO,YES,YES
 O    ,65,1,3,YES,NO,YES,YES,YES,YES
 W    ,67,1,3,YES,NO,YES,YES,YES,YES
 B    ,57,1,3,YES,YES,YES,YES,YES,NO
 W    ,65,1,3,YES,NO,YES,NO,YES,YES
 W    ,43,1,3,YES,YES,YES,NO,YES,YES
 W    ,46,1,3,YES,YES,YES,YES,YES,YES
 W    ,72,1,3,YES,NO,YES,NO,YES,YES
 W    ,68,1,3,YES,NO,YES,YES,YES,YES
 W    ,50,1,3,YES,NO,YES,YES,YES,NO
 W    ,57,1,3,YES,NO,NO,YES,YES,YES
 W    ,65,1,3,YES,YES,YES,NO,YES,YES
 W    ,57,1,3,YES,NO,YES,YES,YES,YES
 W    ,70,1,3,YES,YES,YES,NO,YES,NO
 W    ,41,1,3,YES,NO,YES,YES,YES,NO
 W    ,59,1,3,YES,NO,YES,NO,YES,YES
 O    ,52,1,3,YES,YES,YES,YES,YES,NO
 W    ,40,1,3,YES,NO,YES,YES,YES,YES
 W    ,57,1,3,YES,NO,YES,NO,YES,NO
 W    ,47,1,3,YES,NO,YES,NO,YES,NO
 W    ,69,1,3,YES,YES,YES,NO,YES,YES
 W    ,42,1,3,YES,NO,YES,NO,YES,YES
 W    ,39,1,3,YES,NO,YES,YES,YES,YES
 B    ,44,1,3,NO,NO,YES,YES,YES,YES
 W    ,39,1,3,YES,NO,YES,NO,YES,YES
 B    ,47,1,3,YES,YES,YES,NO,YES,YES
 B    ,40,1,3,YES,YES,YES,NO,YES,YES
 B    ,38,1,3,YES,NO,YES,NO,YES,YES
 B    ,77,1,3,NO,NO,YES,NO,YES,NO
 W    ,48,1,3,YES,NO,YES,YES,YES,YES
 W    ,69,1,3,YES,NO,YES,YES,YES,YES
 W    ,38,1,3,YES,YES,YES,YES,YES,YES
 B    ,39,1,3,NO,NO,NO,NO,NO,NO
 W    ,53,1,3,YES,YES,YES,NO,YES,YES
 M    ,47,1,3,YES,NO,YES,NO,YES,YES
 W    ,65,1,3,NO,NO,YES,YES,YES,YES
 W    ,57,1,3,YES,YES,YES,YES,YES,YES
 W    ,54,1,3,YES,NO,YES,NO,YES,YES
 W    ,74,1,3,YES,NO,YES,YES,YES,YES
 W    ,74,1,3,YES,YES,YES,NO,YES,YES
 W    ,64,1,3,YES,YES,YES,NO,YES,YES
 W    ,65,1,3,YES,YES,NO,NO,YES,YES
 W    ,90,1,3,YES,YES,YES,NO,YES,NO
 W    ,53,1,3,YES,YES,YES,YES,YES,YES
 B    ,56,1,3,YES,YES,YES,NO,YES,NO
 W    ,96,1,3,YES,YES,YES,YES,YES,NO
 W    ,58,1,3,YES,NO,YES,YES,YES,YES
 B    ,94,1,3,YES,YES,YES,YES,YES,YES
 W    ,68,1,3,YES,NO,YES,YES,YES,YES
 W    ,58,1,3,YES,NO,YES,YES,YES,YES
 W    ,67,1,3,YES,YES,YES,YES,YES,YES
 W    ,80,1,3,YES,NO,YES,YES,YES,YES
 W    ,44,1,3,NO,NO,YES,YES,YES,YES
 W    ,43,1,3,YES,NO,YES,NO,YES,YES
 W    ,46,1,3,YES,NO,YES,YES,YES,YES
 W    ,63,1,3,NO,NO,YES,YES,YES,YES
 W    ,63,1,3,YES,YES,NO,NO,YES,NO
 B    ,53,1,3,YES,NO,YES,YES,YES,NO
 W    ,49,1,3,YES,NO,YES,NO,YES,YES
 W    ,37,1,3,YES,NO,YES,YES,YES,NO
 B    ,36,1,3,YES,NO,YES,YES,YES,YES
 W    ,42,1,3,YES,NO,YES,NO,YES,NO
 W    ,36,1,3,YES,NO,YES,NO,YES,YES
 W    ,55,1,3,YES,YES,YES,YES,YES,YES
 W    ,46,1,3,YES,YES,YES,YES,NO,NO
 W    ,42,1,3,YES,YES,YES,YES,YES,YES
 W    ,46,1,3,YES,NO,YES,YES,YES,YES
 W    ,41,1,3,NO,NO,NO,NO,YES,YES
 B    ,35,1,3,YES,YES,YES,NO,YES,NO
 W    ,35,1,3,YES,NO,YES,YES,YES,YES
 W    ,55,1,3,YES,NO,YES,YES,YES,YES
 B    ,35,1,3,YES,YES,YES,YES,YES,YES
 W    ,34,1,3,YES,NO,YES,NO,YES,YES
 B    ,46,1,3,YES,YES,YES,NO,YES,YES
 W    ,45,1,3,YES,YES,YES,YES,YES,YES
 W    ,58,1,3,NO,NO,NO,NO,NO,NO
 W    ,34,1,3,YES,YES,YES,NO,YES,NO
 W    ,81,1,3,YES,NO,YES,YES,YES,YES
 W    ,46,1,3,YES,NO,YES,YES,YES,YES
 W    ,41,1,3,YES,NO,YES,YES,YES,YES
 B    ,33,1,3,YES,NO,YES,YES,YES,YES
 A    ,66,1,3,YES,YES,YES,NO,YES,NO
 W    ,54,1,3,YES,YES,YES,YES,YES,NO
 W    ,43,1,3,YES,YES,YES,NO,YES,YES
 W    ,62,1,3,YES,NO,YES,YES,YES,YES
 O    ,56,1,3,YES,YES,YES,NO,YES,YES
 W    ,32,1,3,YES,NO,YES,YES,YES,YES
 M    ,35,1,3,NO,YES,NO,YES,YES,YES
 M    ,47,1,3,YES,NO,YES,YES,YES,YES
 W    ,36,1,3,YES,NO,YES,NO,YES,YES
 W    ,65,1,3,YES,YES,YES,NO,YES,YES
 W    ,36,1,3,YES,NO,YES,YES,YES,YES
 B    ,49,1,3,YES,NO,NO,YES,YES,YES
 B    ,60,1,3,YES,NO,YES,YES,YES,YES
 W    ,55,1,3,YES,NO,YES,NO,YES,NO
 W    ,46,1,3,YES,NO,YES,NO,YES,NO
 W    ,31,1,3,NO,NO,NO,NO,YES,YES
 W    ,40,1,3,YES,YES,YES,YES,YES,YES
 W    ,50,1,3,YES,NO,YES,YES,YES,YES
 W    ,48,1,3,YES,NO,YES,YES,YES,YES
 W    ,37,1,3,YES,NO,YES,YES,YES,YES
 W    ,31,1,3,YES,YES,YES,NO,YES,YES
 W    ,54,1,3,YES,NO,NO,YES,YES,YES
 B    ,31,1,3,YES,YES,YES,YES,YES,YES
 W    ,42,1,3,YES,NO,YES,YES,YES,YES
 W    ,44,1,3,YES,NO,YES,NO,YES,YES
 W    ,41,1,3,YES,NO,YES,YES,YES,YES
 W    ,52,1,3,YES,NO,YES,YES,YES,YES
 W    ,72,1,3,NO,NO,YES,NO,YES,NO
 W    ,40,1,3,YES,NO,YES,YES,YES,YES
 W    ,48,1,3,YES,YES,YES,YES,YES,YES
 W    ,71,1,3,YES,NO,YES,NO,YES,YES
 W    ,46,1,3,YES,YES,YES,YES,YES,YES
 W    ,45,1,3,YES,NO,YES,NO,YES,NO
 W    ,70,1,3,YES,NO,YES,YES,YES,YES
 W    ,37,1,3,YES,NO,YES,NO,YES,NO
 W    ,72,1,3,NO,NO,NO,NO,NO,NO
 W    ,55,1,3,YES,NO,YES,NO,YES,YES
 W    ,37,1,3,YES,NO,YES,YES,YES,YES
 W    ,32,1,3,YES,NO,YES,NO,YES,NO
 W    ,49,1,3,YES,NO,YES,NO,YES,NO
 A    ,80,1,3,NO,NO,YES,YES,YES,YES
 W    ,46,1,3,YES,NO,YES,YES,YES,NO
 W    ,36,1,3,YES,YES,NO,YES,YES,YES
 W    ,46,1,3,YES,YES,YES,NO,YES,YES
 W    ,54,1,3,YES,NO,NO,YES,YES,YES
 B    ,42,1,3,YES,YES,YES,NO,YES,YES
 W    ,76,1,3,NO,NO,NO,NO,NO,NO
 A    ,49,1,3,YES,NO,YES,YES,YES,YES
 W    ,53,1,3,YES,YES,YES,NO,YES,NO
 W    ,40,1,3,YES,YES,YES,YES,YES,YES
 W    ,64,1,3,YES,YES,YES,NO,YES,YES
 W    ,46,1,3,YES,NO,YES,YES,YES,YES
 B    ,51,1,3,YES,NO,YES,YES,YES,YES
 W    ,43,1,3,YES,YES,YES,NO,YES,YES
 W    ,44,1,3,YES,NO,YES,YES,YES,YES
 B    ,29,1,3,NO,NO,YES,YES,YES,NO
 W    ,33,1,3,YES,NO,YES,NO,YES,YES
 W    ,46,1,3,YES,YES,YES,YES,YES,YES
 B    ,29,1,3,YES,YES,YES,NO,YES,NO
 B    ,34,1,3,YES,NO,YES,YES,YES,YES
 W    ,62,1,3,YES,NO,NO,NO,YES,NO
 W    ,50,1,3,YES,NO,YES,NO,YES,YES
 W    ,28,1,3,YES,NO,YES,YES,YES,YES
 W    ,37,1,3,YES,NO,NO,NO,YES,NO
 O    ,62,1,3,YES,YES,NO,NO,YES,NO
 O    ,46,1,3,NO,NO,YES,NO,YES,YES
 W    ,89,1,3,YES,YES,YES,YES,YES,YES
 W    ,33,1,3,YES,YES,YES,NO,YES,YES
 A    ,57,1,3,YES,NO,YES,YES,YES,NO
 W    ,36,1,3,YES,NO,YES,NO,YES,NO
 W    ,45,1,3,YES,YES,YES,YES,YES,YES
 W    ,36,1,3,YES,NO,YES,NO,YES,NO
 B    ,70,1,3,YES,YES,YES,YES,YES,NO
 U    ,29,1,3,YES,YES,YES,NO,YES,YES
 W    ,46,1,3,YES,NO,YES,NO,YES,YES
 W    ,44,1,3,YES,NO,YES,YES,YES,NO
 W    ,33,1,3,YES,NO,YES,YES,YES,YES
 B    ,42,1,3,YES,NO,YES,YES,YES,YES
 B    ,53,1,3,YES,YES,YES,YES,YES,YES
 B    ,64,1,3,YES,YES,YES,NO,YES,NO
 B    ,37,1,3,YES,YES,YES,YES,YES,YES
 U    ,57,1,3,YES,YES,YES,NO,YES,NO
 O    ,38,1,3,YES,YES,YES,YES,YES,YES
 W    ,78,1,3,YES,YES,YES,NO,YES,NO
 U    ,36,1,3,YES,NO,YES,NO,YES,YES
 W    ,55,1,3,YES,NO,YES,YES,YES,YES
 W    ,37,1,3,YES,NO,YES,YES,YES,YES
 B    ,47,1,3,YES,YES,YES,NO,YES,NO
 W    ,42,1,3,YES,NO,YES,YES,YES,NO
 W    ,72,1,3,YES,NO,YES,YES,YES,YES
 W    ,34,1,3,YES,NO,YES,YES,YES,YES
 W    ,38,1,3,YES,NO,YES,NO,YES,YES
 B    ,47,1,3,YES,NO,YES,YES,YES,YES
 W    ,42,1,3,YES,NO,YES,YES,YES,NO
 W    ,57,1,3,YES,NO,YES,YES,YES,YES
 B    ,57,1,3,YES,YES,YES,NO,YES,YES
 W    ,60,1,3,YES,NO,YES,YES,YES,YES
 W    ,63,1,3,NO,NO,NO,NO,YES,YES
 W    ,37,1,3,YES,YES,YES,YES,YES,YES
 W    ,47,1,3,NO,YES,YES,NO,YES,YES
 W    ,33,1,3,NO,NO,YES,YES,YES,YES
 A    ,43,1,3,NO,NO,YES,YES,YES,NO
 O    ,75,1,3,NO,YES,YES,YES,YES,YES
 W    ,57,1,3,NO,NO,YES,NO,YES,NO
 W    ,60,1,3,NO,NO,YES,NO,YES,YES
 W    ,39,1,3,NO,NO,YES,NO,YES,YES
 W    ,37,1,3,YES,NO,YES,YES,YES,YES
 W    ,41,1,3,NO,YES,YES,YES,YES,NO
 W    ,27,1,3,NO,YES,YES,YES,YES,YES
 W    ,42,1,3,NO,YES,YES,YES,YES,YES
 W    ,62,1,3,NO,NO,YES,NO,YES,YES
 W    ,43,1,3,NO,YES,YES,YES,YES,YES
 W    ,38,1,3,NO,YES,YES,NO,YES,YES
 W    ,66,1,3,NO,NO,YES,YES,YES,YES
 W    ,33,1,3,NO,NO,YES,YES,YES,YES
 B    ,27,1,3,NO,YES,YES,YES,YES,YES
 W    ,67,1,3,NO,NO,YES,YES,YES,YES
 W    ,39,1,3,NO,NO,YES,YES,YES,YES
 W    ,31,1,3,NO,YES,YES,YES,YES,YES
 W    ,33,1,3,YES,YES,YES,NO,YES,YES
 W    ,33,1,3,YES,NO,YES,NO,YES,YES
 W    ,46,1,3,YES,NO,YES,YES,YES,YES
 O    ,40,1,3,NO,YES,YES,NO,YES,YES
 U    ,35,1,3,YES,NO,YES,YES,YES,YES
 W    ,37,1,3,NO,NO,YES,YES,YES,NO
 W    ,35,1,3,NO,NO,YES,NO,YES,YES
 W    ,25,1,3,NO,NO,YES,YES,YES,YES
 W    ,45,1,3,NO,NO,YES,NO,YES,YES
 O    ,25,1,3,NO,NO,YES,YES,YES,YES
 W    ,25,1,3,NO,NO,YES,YES,YES,YES
 A    ,48,1,3,NO,NO,YES,YES,YES,YES
 B    ,28,1,3,NO,NO,YES,YES,YES,YES
 A    ,70,1,3,NO,NO,YES,YES,YES,YES
 B    ,44,1,3,NO,NO,YES,NO,YES,YES
 W    ,86,1,3,YES,NO,YES,YES,YES,YES
 W    ,66,1,3,NO,NO,YES,NO,YES,YES
 W    ,38,1,3,NO,NO,YES,YES,YES,YES
 B    ,30,1,3,YES,NO,YES,YES,YES,YES
 W    ,51,1,3,NO,NO,YES,YES,YES,NO
 W    ,46,1,3,NO,NO,NO,NO,YES,NO
 B    ,38,1,3,NO,NO,NO,NO,YES,NO
 B    ,48,1,3,NO,NO,YES,NO,YES,YES
 W    ,36,1,3,NO,NO,YES,YES,YES,YES
 W    ,24,1,3,NO,NO,NO,NO,YES,YES
 W    ,36,1,3,NO,NO,NO,NO,YES,NO
 W    ,24,1,3,NO,NO,YES,NO,YES,NO
 W    ,36,1,3,YES,YES,YES,YES,YES,YES
 O    ,66,1,3,YES,NO,YES,NO,YES,YES
 W    ,29,1,3,YES,NO,YES,YES,YES,YES
 O    ,24,1,3,NO,NO,YES,YES,YES,YES
 W    ,24,1,3,NO,NO,YES,YES,YES,YES
 O    ,49,1,3,YES,YES,YES,YES,YES,YES
 B    ,77,1,3,NO,NO,YES,YES,YES,YES
 W    ,47,1,3,NO,NO,YES,YES,YES,YES
 O    ,33,1,3,NO,NO,YES,YES,YES,NO
 B    ,26,1,3,NO,NO,YES,YES,YES,NO
 W    ,73,1,3,NO,NO,YES,NO,YES,YES
 M    ,25,1,3,NO,NO,YES,YES,YES,YES
 M    ,47,1,3,NO,NO,YES,YES,YES,YES
 U    ,48,1,3,NO,NO,YES,NO,YES,NO
 W    ,59,1,3,YES,YES,YES,YES,YES,YES
 O    ,47,1,3,NO,NO,YES,YES,YES,YES
 O    ,47,1,3,NO,NO,YES,NO,YES,YES
 W    ,24,1,3,NO,NO,YES,YES,YES,YES
 B    ,44,1,3,NO,NO,YES,YES,YES,YES
